db_7fxi6_hsu_r8gus_北京市小学_小学_fid,序号,名称,学校类别,电话,地址,x,y
,21.000000000000000,北京市东城区东交民巷小学,11小学,010-85113399,北京市东城区台基厂大街14号,116.411988248899192,39.903430598487283
,22.000000000000000,北京市东城区方家胡同小学,11小学,010-64014841,北京市东城区方家胡同17号,116.413644854572496,39.944137617998990
,23.000000000000000,北京市东城区帽儿胡同小学,11小学,010-64067114,北京市东城区帽儿胡同17号,116.400566112569479,39.936405425850936
,24.000000000000000,北京市东城区织染局小学,11小学,010-64032065,北京市东城区水簸箕胡同甲5号,116.404986714896054,39.931633766580966
,25.000000000000000,北京市东城区东四十四条小学,11小学,010-64031726,北京市东城区东四十四条100号,116.418201243542470,39.937122109379885
,26.000000000000000,北京市东城区北池子小学,11小学,010-65251287,北京市东城区北池子大街46号,116.402958833719154,39.919356167759751
,27.000000000000000,北京市东城区灯市口小学,11小学,010-65250582,北京市东城区灯市口北巷14号,116.414036594596524,39.920505101283212
,28.000000000000000,北京市东城区东四九条小学,11小学,010-64043778,北京市东城区东四九条67号,116.418442993660150,39.933021113452881
,29.000000000000000,北京市东城区丁香胡同小学,11小学,010-65120802,北京市东城区丁香胡同7号,116.423200123756871,39.903151434726560
,30.000000000000000,北京市东城区回民小学,11小学,010-85110074,北京市东城区朝阳门内大街124号,116.429219043671381,39.924131988265721
,31.000000000000000,北京经济技术开发区实验学校,17一贯制学校小学部,010-67872277,北京经济技术开发区天宝北街甲2号,116.488352059400214,39.795703896225483
,32.000000000000000,北京市东城区史家胡同小学,11小学,010-84077055,北京市东城区朝阳门内北小街南弓匠营胡同2号,116.428282118796275,39.925472715711138
,33.000000000000000,北京市东城区遂安伯小学,11小学,010-65252953,北京市东城区金宝街65号,116.424393314626244,39.915782480939143
,34.000000000000000,北京市东城区新开路东总布小学,11小学,010-65127992,北京市东城区新开路胡同55号,116.420949181911823,39.911629719299903
,35.000000000000000,北京市东城区新鲜胡同小学,11小学,010-65279841,北京市东城区新鲜胡同36号,116.429714027969283,39.921203389800887
,36.000000000000000,北京市东城区西总布小学,11小学,010-65231053,北京市东城区西总布胡同19号,116.424098204580758,39.912144240858304
,37.000000000000000,北京市东城区春江小学,11小学,010-65252712,北京市东城区南水关胡同60号,116.433887265707668,39.918923479983377
,38.000000000000000,北京市东城区校尉胡同小学,11小学,010-65252652,北京市东城区校尉胡同8号,116.414371691350297,39.914646848733760
,39.000000000000000,北京市第一中学,17一贯制学校小学部,010-64043280,北京市东城区宝钞胡同甲12号,116.399568750838696,39.947193128368966
,40.000000000000000,北京市东城区府学胡同小学,11小学,010-64045995,北京市东城区府学胡同65号,116.409391920997081,39.935725710125119
,41.000000000000000,北京市和平北路学校,17一贯制学校小学部,010-64200141,北京市东城区安定门外大街168号,116.409138437085147,39.955560401171326
,42.000000000000000,北京市东城区美术馆后街小学,11小学,010-64043310,北京市东城区美术馆后街57号,116.408434625026217,39.929662994231514
,43.000000000000000,北京市东城区什锦花园小学,11小学,010-64042123,北京市东城区美术馆后街48号,116.409181567896894,39.928966705657800
,44.000000000000000,北京市东城区东四七条小学,11小学,010-64043873,北京市东城区东四七条31号,116.422768276650459,39.931709830778836
,45.000000000000000,北京市西城区顺城街第一小学,11小学,010-66016151,北京市西城区前门西大街135号,116.378136933436409,39.900206019599629
,46.000000000000000,北京市西城区西什库小学,11小学,010-66177182,北京市西城区刘兰塑胡同14号,116.380545785633672,39.924109176960599
,47.000000000000000,北京市西城区北长街小学,11小学,010-66023618,北京市西城区北长街71号,116.391156714515787,39.918545722421605
,49.000000000000000,北京市西城区力学小学,11小学,010-66036949,北京市西城区力学胡同47号,116.378211721777106,39.911250240930080
,50.000000000000000,北京市西城区护国寺小学,11小学,010-83282083,北京市西城区护国寺东巷7号,116.375562634919930,39.938058576752134
,51.000000000000000,北京市西城区黄城根小学,11小学,010-66118588,北京市西城区西黄城根北街3号,116.376795884362750,39.930986203506976
,52.000000000000000,北京市西城区西四北四条小学,11小学,010-66181672,北京市西城区西四北四条47号,116.368370954520671,39.928470927883993
,54.000000000000000,北京雷锋小学,11小学,010-64043695,北京市西城区旧鼓楼大街西绦胡同甲2号,116.391783197798333,39.948209478097318
,55.000000000000000,北京市西城区中古友谊小学,11小学,010-68577067,北京市西城区三里河一区39号,116.340498746537222,39.916363470046242
,56.000000000000000,北京市西城区裕中小学,11小学,010-62382998,北京市西城区裕中西里29号楼,116.386438434758489,39.970570521913089
,57.000000000000000,北京市西城区什刹海小学,11小学,010-64042613,北京市西城区恭俭胡同41号,116.393734061914316,39.929309392293014
,58.000000000000000,北京市西城区宏庙小学,11小学,010-66179839,北京市西城区西单北大街宏庙胡同13号,116.370646570391642,39.915292464902535
,59.000000000000000,北京市西城区四根柏小学,11小学,010-66515403,北京市西城区赵登禹路58号,116.368609206598592,39.935996017545300
,60.000000000000000,北京市西城区厂桥小学,11小学,010-83222708,北京市西城区地安门西大街167号,116.377915823909063,39.933048462514435
,61.000000000000000,北京市西城区华嘉小学,11小学,010-66022514,北京市西城区华嘉胡同19号,116.360779084543765,39.920099917614898
,62.000000000000000,北京市西城区官园小学,11小学,010-66160668,北京市西城区官园胡同甲1号,116.361707713477088,39.932078297744106
,63.000000000000000,北京市西城区三里河第三小学,11小学,010-68526079,北京市西城区三里河三区36号,116.337801679762393,39.910441917721812
,64.000000000000000,北京市西城区玉桃园小学,11小学,010-62210242,北京市西城区西直门内大街玉桃园三区10号,116.362206777024753,39.942048441355880
,65.000000000000000,北京市西城区柳荫街小学,11小学,010-83283116,北京市西城区西煤厂胡同7号,116.385641131434866,39.939243912918272
,66.000000000000000,北京市西城区阜成门外第一小学,11小学,010-68017202,北京市西城区阜成门外大街甲10号,116.350274986908431,39.922191167636718
,67.000000000000000,北京市西城区涭水河小学,11小学,010-66036191,北京市西城区涭水河胡同45号旁门,116.370088766905852,39.903317208245049
,68.000000000000000,北京市西城区奋斗小学,11小学,010-66059379,北京市西城区闹市口大街月台胡同15号,116.362204845646900,39.901786599062376
,69.000000000000000,北京市西城区复兴门外第一小学,11小学,010-68033441,北京市西城区复兴门外大街地藏庵23号,116.348069898668641,39.910466215728441
,70.000000000000000,北京市西城区新街口东街小学,11小学,010-83282375,北京市西城区新街口东街5号,116.378208796862481,39.942551747757634
,72.000000000000000,北京市西城区青龙桥小学,11小学,010-68010292,北京市西城区复兴门外真武庙四条六里71号,116.348229284952978,39.901974726644937
,73.000000000000000,北京第二实验小学,11小学,010-66014907,北京市西城区新文化街111号,116.367612524892493,39.904168343376057
,74.000000000000000,北京市西城区白云路小学,11小学,010-68053204,北京市西城区白云路2号,116.344299894898484,39.905111539973355
,75.000000000000000,北京市西城区师范学校附属小学,11小学,010-62024352,北京市西城区六铺炕北小街3号,116.391147009117475,39.955074114246081
,76.000000000000000,北京市西城区北礼士路第一小学,11小学,010-68369840,北京市西城区北礼士路133号,116.353212671923586,39.929727732365080
,77.000000000000000,北京市西城区中华路小学,11小学,010-66181702,北京市西城区赵登禹路18号,116.368679718958489,39.938847820964909
,78.000000000000000,北京市西城区进步小学,11小学,010-68351670,北京市西城区西外大街榆树馆胡同1号,116.347192840219222,39.936481530206080
,79.000000000000000,北京市西城区五路通小学,11小学,010-62018331,北京市西城区德外什坊街甲6号,116.383867707943750,39.960795926663032
,80.000000000000000,北京市西城区民族团结小学,12独立设置的少数民族小学,010-82077250,北京市西城区德外大街安德路142号,116.381947866247600,39.950875229263701
,81.000000000000000,北京市西城区文兴街小学,11小学,010-68311209,北京市西城区文兴街4号,116.336982135050619,39.935481606319470
,82.000000000000000,北京市西城区鸦儿胡同小学,11小学,010-64040172,北京市西城区鸦儿胡同25号,116.391695877959393,39.940343793955797
,83.000000000000000,北京市西城区育翔小学,11小学,010-62053495,北京市西城区马甸南村乙14号,116.377483991175495,39.965877168435128
,84.000000000000000,北京市西城区德胜门外第二小学,11小学,010-62013204,北京市西城区德胜门外八道湾胡同3号,116.370716682102923,39.938621919338992
,85.000000000000000,北京市西城区展览路第一小学,11小学,010-68312442,北京市西城区百万庄中里7号,116.339565829944931,39.930377963552523
,86.000000000000000,北京市西城区长安小学,11小学,010-66024767,北京市西城区东绒线胡同41号,116.385805280586709,39.904423794109867
,87.000000000000000,北京市西城区银河小学,11小学,010-68342045,北京市西城区阜外北营房中街57号,116.349220985500835,39.925434860649311
,88.000000000000000,北京市西城区育民小学,11小学,010-68013776,北京市西城区复兴门外大街真武庙头条8号,116.349917157388163,39.906356400568605
,89.000000000000000,北京市东城区新景小学,11小学,010-87186763,北京市东城区西花市南里西区7号楼,116.422849405300269,39.894671476502559
,91.000000000000000,北京市东城区培新小学,11小学,010-67111890,北京市东城区幸福巷4号,116.432168917028363,39.889600052407410
,92.000000000000000,北京市东城区永生小学,11小学,010-67120198,北京市东城区永生巷6号旁门,116.427529308130360,39.889565219227514
,93.000000000000000,北京市东城区板厂小学,11小学,010-67189481,北京市东城区板厂南里7号,116.440524850866737,39.885321143832762
,94.000000000000000,北京市东城区花市小学,11小学,010-67182946,北京市东城区东花市北里西区1号,116.431401391957920,39.899721796847722
,98.000000000000000,北京市东城区景泰小学,11小学,010-67225789,北京市东城区永外杨家园路10号,116.412528307064903,39.867471451469562
,99.000000000000000,北京市东城区金台小学,11小学,010-67011700,北京市东城区东晓市街203号,116.410702400401519,39.890974264684360
,100.000000000000000,北京市东城区革新里小学,11小学,010-67222093,北京市东城区永外街道管村5号,116.398615119096021,39.863916676977674
,101.000000000000000,北京市东城区忠实里小学,11小学,010-67745927,北京市东城区广渠门外忠实里南街乙58号,116.446750799216431,39.896242632769891
,104.000000000000000,北京市东城区精忠街小学,11小学,010-67021505,北京市东城区精忠街11号,116.402442942929625,39.888750629751783
,105.000000000000000,北京第一师范学校附属小学,11小学,010-67611542,北京市东城区永外安乐林路17号,116.415605336950236,39.865837593299169
,106.000000000000000,北京市东城区前门小学,11小学,010-67016684,北京市东城区西河沿甲211号,116.423181297763463,39.880297815657663
,108.000000000000000,北京市东城区宝华里小学,11小学,010-67221380,北京市东城区沙子口路63号,116.405869960941274,39.860481770356749
,109.000000000000000,北京市东城区天坛东里小学,11小学,010-67057864,北京市东城区天坛东里内8号,116.418449132746872,39.876489641708424
,111.000000000000000,北京市东城区红桥小学,11小学,010-67132360,北京市东城区东马尾帽胡同22号,116.422571473737946,39.892314805177961
,112.000000000000000,北京市东城区法华寺街小学,11小学,010-67142895,北京市东城区葱店西街56号,116.423532503107012,39.888307026999904
,113.000000000000000,北京市西城区白纸坊小学,11小学,010-63544969,北京市西城区白广路乙27号,116.357375001419513,39.881825569044295
,114.000000000000000,北京市西城区半步桥小学,11小学,010-63540229,北京市西城区白纸坊东街27号,116.369143018778033,39.878931244028443
,115.000000000000000,北京小学,11小学,010-58370202,北京市西城区槐柏树街9号,116.360603320175230,39.896979996740072
,117.000000000000000,北京市西城区椿树馆小学,11小学,010-63289074,北京市西城区广外南街43号,116.346141080108097,39.886531347940988
,118.000000000000000,北京市西城区福州馆小学,11小学,010-63534948,北京市西城区福州馆街3号,116.382562993028344,39.888285527858656
,119.000000000000000,北京市西城区广安门外第一小学,11小学,010-63366418,北京市西城区广安门外红居南街2号,116.339608211561753,39.882886793974116
,120.000000000000000,北京市西城区红莲小学,11小学,010-63483216,北京市西城区红莲中里14号,116.334657949967166,39.882410318286659
,121.000000000000000,北京市西城区后孙公园小学,11小学,010-63047148,北京市西城区后孙公园胡同3号,116.383515771371520,39.893744172948132
,123.000000000000000,北京市西城区康乐里小学,11小学,010-63032214,北京市西城区康乐里胡同2号,116.368452737144125,39.896369681424900
,124.000000000000000,北京市西城区琉璃厂小学,11小学,010-83151210,北京市西城区琉璃巷3号,116.383300694929602,39.895010457285423
,125.000000000000000,北京市西城区南菜园小学,11小学,010-63542857,北京市西城区菜园街28号,116.354699215733945,39.879158846086717
,127.000000000000000,北京市西城区青年湖小学,11小学,010-63260885,北京市西城区鸭子桥北里13号,116.348258666150940,39.878380596011041
,128.000000000000000,北京市西城区三义里小学,11小学,010-63365103,北京市西城区广外三义里4号,116.329118515717127,39.887420706195073
,129.000000000000000,北京市西城区上斜街小学,11小学,010-63035671,北京市西城区上斜街37号,116.371427717514891,39.898314104190945
,130.000000000000000,北京第一实验小学,11小学,010-63037631,北京市西城区南新华街17号,116.382816360159325,39.896965907008692
,131.000000000000000,北京市西城区太平街小学,11小学,010-83534549,北京市西城区太平街西巷6号,116.386377977241651,39.881496604689822
,132.000000000000000,北京市西城区炭儿胡同小学,11小学,010-63044156,北京市西城区炭儿胡同11号,116.390984797631603,39.895885880921909
,134.000000000000000,北京市西城区天宁寺小学,11小学,010-63272492,北京市西城区天宁寺前街35号,116.345590223294437,39.893345041563641
,135.000000000000000,北京市西城区香厂路小学,11小学,010-83159438,北京市西城区香厂路31号,116.392553843616000,39.888169891022670
,136.000000000000000,北京市西城区新世纪实验小学,11小学,010-63032072,北京市西城区南纬路2号,116.395175905556044,39.878439195496036
,137.000000000000000,北京市西城区师范学校附属第二小学,11小学,010-63548579,北京市西城区登莱胡同29号,116.354702429905984,39.888133850194571
,138.000000000000000,北京市西城区师范学校附属第一小学,11小学,010-63521767,北京市西城区右安门内大街26号,116.364969872667814,39.875144531930204
,139.000000000000000,北京市西城区右安门大街第二小学,11小学,010-63522690,北京市西城区右安门内大街67号,116.362772306920277,39.875260370669181
,140.000000000000000,北京市育才学校,17一贯制学校小学部,010-83102481,北京市西城区东经路21号,116.393837661921054,39.876626640420156
,141.000000000000000,北京市西城区兴华小学,11小学,010-83151027,北京市西城区天桥留学路114号,116.394578662436075,39.887107454074972
,142.000000000000000,北京国际艺术与科学学校,17一贯制学校小学部,010-65911051,北京市朝阳区麦子店正街53号,116.472556223581279,39.942967198274644
,143.000000000000000,北京市朝阳区白家庄小学,11小学,010-65078869,北京市朝阳区三里屯南路40号,116.455583392619474,39.930088265453307
,144.000000000000000,北京市朝阳区芳草地国际学校,11小学,010-85611740,北京市朝阳区日坛北路1号,116.448593935566961,39.918148085200599
,145.000000000000000,北京市朝阳区下三条中心小学,11小学,010-65522165,北京市朝阳区朝外大街杨家胡同3号,116.436927337105743,39.927335364880662
,146.000000000000000,北京市朝阳区光华路小学,11小学,010-65954680,北京市朝阳区建外光华路东里19号,116.455284744110045,39.910949557053371
,147.000000000000000,北京市朝阳区呼家楼中心小学,11小学,010-65022843,北京市朝阳区呼家楼西里七巷12号,116.467081179672604,39.920766933442899
,148.000000000000000,北京市朝阳区南中街民族小学,12独立设置的少数民族小学,010-85622389,北京市朝阳区朝外雅宝里1号,116.437725659118982,39.917404015817532
,149.000000000000000,北京市朝阳区日坛小学,11小学,010-65584121,北京市朝阳区通惠家园惠生园20号楼,116.505251837566561,39.910321049773870
,150.000000000000000,北京市朝阳区团结湖第二小学,11小学,010-85989121,北京市朝阳区团结湖中路南二条一号楼,116.469659030127701,39.926815033028795
,152.000000000000000,北京市朝阳区永安里小学,11小学,010-65683293,北京市朝阳区永安里中街甲4号,116.447497585780212,39.906089574571276
,153.000000000000000,北京市朝阳区针织路小学,11小学,010-65080840,北京市朝阳区金台西路2号院,116.472130716784051,39.921236361221816
,155.000000000000000,北京市东方德才学校,17一贯制学校小学部,010-85961302,北京市朝阳区水碓子北里9号院,116.476766813269293,39.929698257540409
,156.000000000000000,北京市朝阳区实验小学,11小学,010-64154368,北京市朝阳区幸福一村四巷36号,116.448028434417552,39.935842465208047
,157.000000000000000,北京市朝阳区三里屯小学,11小学,010-64150873,北京市朝阳区三里屯东街四号,116.456927332471665,39.935991620972835
,158.000000000000000,北京市朝阳区新源里第四小学,11小学,010-64600064,北京市朝阳区三源里小区北小街5号,116.455158785035792,39.955288469509846
,159.000000000000000,北京市朝阳区新源西里小学,11小学,010-64673010,北京市朝阳区新源西里中街17号,116.446635794198968,39.947226083139789
,160.000000000000000,北京市朝阳区黄胄艺术实验小学,11小学,010-64654119,北京市朝阳区西坝河中里37号楼,116.438747206192090,39.962843390788869
,161.000000000000000,北京市朝阳区新源里小学,11小学,010-84513397,北京市朝阳区新源里12号,116.451476584398009,39.950849963589945
,162.000000000000000,北京市朝阳区西坝河第三小学,11小学,010-64656574,北京市朝阳区西坝河东里19号楼,116.446266655787369,39.965489488520063
,163.000000000000000,北京市朝阳区左家庄第二小学,11小学,010-64673197,北京市朝阳区左家庄前街2号,116.442295368307953,39.953264494564102
,164.000000000000000,北京市朝阳区曙光里小学,11小学,010-64684864,北京市朝阳区曙光里社区40号,116.451894778010526,39.965598912654102
,165.000000000000000,北京市朝阳区十八里店小学,11小学,010-67472748,北京市朝阳区十八里店乡十八里店村885号,116.481585894781233,39.849323349203367
,166.000000000000000,北京市朝阳区龙爪树小学,11小学,010-87690680,北京市朝阳区小红门乡龙爪树村834号,116.457465411648641,39.844056943702526
,167.000000000000000,北京市朝阳区小红门中心小学,11小学,010-87605731,北京市朝阳区小红门乡小红门村130号,116.459372979662973,39.829526829807492
,168.000000000000000,北京市朝阳区祁庄小学,11小学,010-87692550,北京市朝阳区十八里店乡吕家营村西,116.462870401338378,39.842802157078211
,169.000000000000000,北京市朝阳区老君堂小学,11小学,010-67384701,北京市朝阳区十八里店乡老君堂村,116.513459594298794,39.841627312910305
,170.000000000000000,北京市朝阳区牌坊小学,11小学,010-87601810,北京市朝阳区小红门乡牌坊中街5号,116.462713900442907,39.830096601637059
,171.000000000000000,北京市朝阳区新升小学,11小学,010-67330546,北京市朝阳区周庄嘉园东里甲28号,116.473856672397389,39.861586542628679
,172.000000000000000,北京市朝阳区张家店小学,11小学,010-87303606,北京市朝阳区十八里店乡横街子村19号,116.507231223192719,39.822855696456223
,173.000000000000000,北京市朝阳区西直河小学,11小学,010-67383841,北京市朝阳区十八里店乡西直河村,116.528812434020125,39.842949871106256
,174.000000000000000,北京市朝阳区小武基小学,11小学,010-67364288,北京市朝阳区十八里店乡小武基村46号,116.493261794399004,39.859598321198547
,175.000000000000000,北京市朝阳区肖村小学,11小学,010-67622458,北京市朝阳区小红门乡肖村后街15号,116.443820631303666,39.835003205663369
,176.000000000000000,北京市朝阳区北苑小学,11小学,010-84926470,北京市朝阳区来广营乡北苑村,116.429662570673159,40.028347755643310
,177.000000000000000,北京市朝阳区大山子第二小学,11小学,010-64371451,北京市朝阳区酒仙桥路甲1号,116.488822516995810,39.987482824784919
,178.000000000000000,北京市朝阳区花家地第二小学,11小学,010-64737106,北京市朝阳区花家地西里113号楼,116.458530570132211,39.988665444034261
,179.000000000000000,北京市朝阳区将台路小学,11小学,010-64371770,北京市朝阳区将台乡将台路,116.485856660813425,39.972528750773762
,180.000000000000000,北京市朝阳区酒仙桥第二小学,11小学,010-64372893,北京市朝阳区酒仙桥红霞路9号,116.489178292069198,39.963631013357379
,181.000000000000000,北京市朝阳区望京南湖东园小学,11小学,010-64710780,北京市朝阳区望京南湖东园109号楼,116.464200729917422,40.002875210813947
,182.000000000000000,北京市朝阳区驼房营小学,11小学,010-64372379,北京市朝阳区驼房营村210号,116.503292266978761,39.966764646243341
,183.000000000000000,北京市朝阳区望花路小学,11小学,010-64715871,北京市朝阳区望花路东里7号,116.472228758914227,39.988926837808314
,184.000000000000000,北京市朝阳区望京新城南湖中园小学,11小学,010-64706415,北京市朝阳区南湖中园2区239号,116.462010523168686,39.998438769945345
,185.000000000000000,北京市朝阳区望欣园小学,11小学,010-64785583,北京市朝阳区望京利泽西园210号,116.460697166460321,40.008691715420056
,186.000000000000000,北京市朝阳区酒仙桥中心小学,11小学,010-64373914,北京市朝阳区酒仙桥路乙28号,116.493336702215501,39.964679704413946
,187.000000000000000,北京市朝阳区高家园小学,11小学,010-64384863,北京市朝阳区高家园小区112号,116.482862951467212,39.978425979989225
,188.000000000000000,北京市东方培新学校,17一贯制学校小学部,010-65021293,北京市朝阳区慈云寺甲1号,116.489396717430552,39.912930625371459
,189.000000000000000,北京市朝阳区花家地实验小学,11小学,010-64736805,北京市朝阳区望京中环南路花家地小区18号楼,116.467240033255834,39.983306247195763
,191.000000000000000,北京市朝阳区石佛营小学,11小学,010-85812338,北京市朝阳区石佛营东里125号,116.503796432957259,39.933897030877823
,192.000000000000000,北京市朝阳区将台洼小学,11小学,010-84301042,北京市朝阳区东风乡将台洼村,116.512275080256813,39.955148147870929
,194.000000000000000,北京市朝阳区康乐园小学,11小学,010-85771042,北京市朝阳区康家园小区14号楼,116.518917314197452,39.911841011468717
,197.000000000000000,北京市朝阳区甘露园小学,11小学,010-85786909,北京市朝阳区甘露园南里一区18号楼,116.512415945076469,39.914551850883015
,198.000000000000000,北京市朝阳区枣营小学,11小学,010-65032963,北京市朝阳区枣营北里12号楼,116.471767375201196,39.947153248199037
,200.000000000000000,北京市朝阳区大望路小学,11小学,010-65818823,北京市朝阳区西大望路5号,116.473751875834637,39.909304319959737
,201.000000000000000,北京市朝阳区育人学校,11小学,010-85833007,北京市朝阳区八里庄北里114楼,116.498168322412255,39.929848632193099
,202.000000000000000,北京市朝阳区康静里小学,11小学,010-65497720,北京市朝阳区东坝乡康静里小区东侧,116.535902524842243,39.961772820237577
,203.000000000000000,北京市忠德学校,17一贯制学校小学部,010-51397602,北京市朝阳区东苇路9号,116.588810612707448,39.920583185444443
,205.000000000000000,北京市朝阳区柏阳学校,11小学,010-67207029,北京市朝阳区王四营乡白鹿司中街1号楼、3号楼,116.553690178072500,39.872984190156991
,206.000000000000000,北京市朝阳区黑庄户中心小学,11小学,010-85384241,北京市朝阳区黑庄户乡政府大街1号,116.593202650404692,39.852664200329208
,208.000000000000000,北京市朝阳区豆各庄中心小学,11小学,010-87392886,北京市朝阳区豆各庄乡豆各庄村南,116.563969513630383,39.858047060800388
,209.000000000000000,北京市朝阳区于家围小学,11小学,010-85367186,北京市朝阳区豆各庄乡石槽村西侧,116.574798051305237,39.881454609258753
,210.000000000000000,北京市朝阳区双桥第二小学,11小学,010-85395632,北京市朝阳区双桥中路,116.603240781122309,39.888688646492412
,212.000000000000000,北京市朝阳区王四营中心小学,11小学,010-51351008,北京市朝阳区王四营观音景园201楼,116.522065008258011,39.887035323032677
,213.000000000000000,北京市朝阳区官庄小学,11小学,010-67372863,北京市朝阳区王四营乡官庄村,116.508327645743179,39.876921034644475
,214.000000000000000,北京市朝阳区万子营民族小学,12独立设置的少数民族小学,010-85383370,北京市朝阳区黑庄户乡万子营村,116.599267050225336,39.863212138082254
,216.000000000000000,北京市陈经纶中学,17一贯制学校小学部,010-85611621,北京市朝阳区朝外大街38号,116.447892483382475,39.922074553923252
,217.000000000000000,中国红十字基金会北京拔萃双语学校,17一贯制学校小学部,010-65496899,北京市朝阳区平房乡拔萃路1号,116.539126983537159,39.951014850367081
,218.000000000000000,北京市和平街第一中学,17一贯制学校小学部,010-84291142,北京市朝阳区和平街8区16楼,116.421133496445236,39.964088657962769
,219.000000000000000,北京市朝阳区双桥第一小学,11小学,010-85360516,北京市朝阳区双桥路4号,116.576684790981290,39.896376602986784
,220.000000000000000,北京市朝阳区瑞祥民族小学,12独立设置的少数民族小学,010-85707893,北京市朝阳区瑞祥小区17号楼,116.613256501568486,39.910946816717100
,221.000000000000000,北京市朝阳区八里桥小学,11小学,010-85700363,北京市朝阳区八里桥北,116.616962718665377,39.914242917479221
,222.000000000000000,北京市朝阳区京通小学,11小学,010-65707902,北京市朝阳区管庄京通苑39号楼,116.594986295825493,39.913480627928394
,223.000000000000000,北京市朝阳区半壁店小学,11小学,010-87743386,北京市朝阳区广渠路东半壁店,116.528944346229636,39.890275155875685
,224.000000000000000,北京市朝阳区北花园小学,11小学,010-65762954,北京市朝阳区高碑店乡北花园村,116.552020421063460,39.904131306231108
,225.000000000000000,北京市朝阳区大黄庄小学,11小学,010-65761108,北京市朝阳区高碑店乡大黄庄2号,116.546122892289972,39.916309704566778
,226.000000000000000,北京市朝阳区定福庄第二小学,11小学,010-65454331,北京市朝阳区定福庄南里2号,116.558459667190874,39.913688352851096
,227.000000000000000,北京市朝阳区定福庄第一小学,11小学,010-65761188,北京市朝阳区三间房西村,116.570619396725732,39.917918647640377
,228.000000000000000,北京市朝阳区高碑店中心小学,11小学,010-85761147,北京市朝阳区高碑店乡高西店甲1号,116.529536857024780,39.904844873135396
,229.000000000000000,北京市朝阳区管庄中心小学,11小学,010-65753171,北京市朝阳区管庄东里55号,116.598795996148169,39.920239131651151
,230.000000000000000,北京市朝阳区定福庄第四小学,11小学,010-65749612,北京市朝阳区定福庄北街,116.552146846363271,39.918207623520082
,231.000000000000000,北京市朝阳区兴隆小学,11小学,010-85756182,北京市朝阳区兴隆家园31号楼,116.524915919610109,39.912260040508642
,232.000000000000000,北京朝阳外语小学,11小学,010-64446546,北京市朝阳区北三环安外大街胜古家园7号楼,116.411906695346133,39.970831796282667
,233.000000000000000,北京市朝阳外国语学校,17一贯制学校小学部,010-64830871,北京市朝阳区慧忠里232号,116.400926965819025,39.999588507398997
,234.000000000000000,北京市金盏中学,17一贯制学校小学部,010-84334489,北京市朝阳区金盏乡金盏大街1号,116.567022029390031,40.005081711152826
,237.000000000000000,北京市朝阳区垂杨柳中心小学,11小学,010-67760407,北京市朝阳区百子湾西里112号,116.458100727167107,39.889249292911430
,238.000000000000000,北京市朝阳区垂杨柳第四小学,11小学,010-67717582,北京市朝阳区百子湾西里430号,116.458778333572468,39.889656535925120
,239.000000000000000,北京市朝阳区和平小学,11小学,010-87771641,北京市朝阳区垂杨柳南街13、14号,116.452102832321842,39.887744821306697
,240.000000000000000,北京市朝阳区劲松第一小学,11小学,010-67784949,北京市朝阳区劲松一区124楼,116.458335102116280,39.885789593084034
,241.000000000000000,北京市朝阳区劲松第二小学,11小学,010-67715658,北京市朝阳区劲松四区417楼,116.453563413922097,39.883143255315737
